,FP,TP,FN,Precision,Recall,F1_score,k,model,augmenter,i
0,154,335,223,0.6850715746421268,0.600358422939068,0.6399235912129895,14,spacy_medium,Muslim names,1
0,154,337,221,0.6863543788187373,0.6039426523297491,0.6425166825548141,15,spacy_medium,Muslim names,1
0,162,330,228,0.6707317073170732,0.5913978494623656,0.6285714285714287,16,spacy_medium,Muslim names,1
0,146,346,212,0.7032520325203252,0.6200716845878136,0.659047619047619,17,spacy_medium,Muslim names,1
0,155,336,222,0.6843177189409368,0.6021505376344086,0.640610104861773,18,spacy_medium,Muslim names,1
0,163,331,227,0.6700404858299596,0.5931899641577061,0.629277566539924,19,spacy_medium,Muslim names,1
0,104,397,161,0.7924151696606786,0.7114695340501792,0.7497639282341833,0,spacy_medium,Female names,2
0,106,394,164,0.788,0.7060931899641577,0.7448015122873347,1,spacy_medium,Female names,2
0,104,397,161,0.7924151696606786,0.7114695340501792,0.7497639282341833,2,spacy_medium,Female names,2
0,102,401,157,0.7972166998011928,0.7186379928315412,0.7558906691800188,3,spacy_medium,Female names,2
0,110,392,166,0.7808764940239044,0.7025089605734767,0.7396226415094339,4,spacy_medium,Female names,2
0,104,400,158,0.7936507936507936,0.7168458781362007,0.7532956685499057,5,spacy_medium,Female names,2
0,99,405,153,0.8035714285714286,0.7258064516129032,0.7627118644067797,6,spacy_medium,Female names,2
0,101,396,162,0.7967806841046278,0.7096774193548387,0.7507109004739336,7,spacy_medium,Female names,2
0,104,398,160,0.7928286852589641,0.7132616487455197,0.750943396226415,8,spacy_medium,Female names,2
0,98,401,157,0.8036072144288577,0.7186379928315412,0.7587511825922422,9,spacy_medium,Female names,2
0,108,397,161,0.7861386138613862,0.7114695340501792,0.7469426152398871,10,spacy_medium,Female names,2
0,102,402,156,0.7976190476190477,0.7204301075268817,0.7570621468926554,11,spacy_medium,Female names,2
0,103,398,160,0.7944111776447106,0.7132616487455197,0.7516525023607176,12,spacy_medium,Female names,2
0,108,395,163,0.7852882703777336,0.7078853046594982,0.7445805843543827,13,spacy_medium,Female names,2
0,110,394,164,0.7817460317460317,0.7060931899641577,0.7419962335216573,14,spacy_medium,Female names,2
0,103,398,160,0.7944111776447106,0.7132616487455197,0.7516525023607176,15,spacy_medium,Female names,2
0,103,399,159,0.7948207171314741,0.7150537634408602,0.7528301886792453,16,spacy_medium,Female names,2
0,104,400,158,0.7936507936507936,0.7168458781362007,0.7532956685499057,17,spacy_medium,Female names,2
0,106,398,160,0.7896825396825397,0.7132616487455197,0.7495291902071562,18,spacy_medium,Female names,2
0,102,399,159,0.7964071856287425,0.7150537634408602,0.7535410764872521,19,spacy_medium,Female names,2
0,102,403,155,0.7980198019801981,0.7222222222222222,0.7582314205079963,0,spacy_medium,Male names,3
0,103,399,159,0.7948207171314741,0.7150537634408602,0.7528301886792453,1,spacy_medium,Male names,3
0,107,399,159,0.7885375494071146,0.7150537634408602,0.7500000000000001,2,spacy_medium,Male names,3
0,100,404,154,0.8015873015873016,0.7240143369175627,0.7608286252354048,3,spacy_medium,Male names,3
0,101,401,157,0.798804780876494,0.7186379928315412,0.7566037735849056,4,spacy_medium,Male names,3
0,101,402,156,0.7992047713717694,0.7204301075268817,0.7577756833176248,5,spacy_medium,Male names,3
0,105,395,163,0.79,0.7078853046594982,0.7466918714555766,6,spacy_medium,Male names,3
0,98,402,156,0.804,0.7204301075268817,0.7599243856332704,7,spacy_medium,Male names,3
0,101,400,158,0.7984031936127745,0.7168458781362007,0.7554296506137866,8,spacy_medium,Male names,3
0,99,402,156,0.8023952095808383,0.7204301075268817,0.7592067988668555,9,spacy_medium,Male names,3
0,102,399,159,0.7964071856287425,0.7150537634408602,0.7535410764872521,10,spacy_medium,Male names,3
0,102,403,155,0.7980198019801981,0.7222222222222222,0.7582314205079963,11,spacy_medium,Male names,3
0,103,398,160,0.7944111776447106,0.7132616487455197,0.7516525023607176,12,spacy_medium,Male names,3
0,97,403,155,0.806,0.7222222222222222,0.7618147448015122,13,spacy_medium,Male names,3
0,104,399,159,0.7932405566600398,0.7150537634408602,0.7521206409048068,14,spacy_medium,Male names,3
0,98,406,152,0.8055555555555556,0.7275985663082437,0.7645951035781545,15,spacy_medium,Male names,3
0,102,400,158,0.796812749003984,0.7168458781362007,0.7547169811320755,16,spacy_medium,Male names,3
0,101,399,159,0.798,0.7150537634408602,0.7542533081285444,17,spacy_medium,Male names,3
0,102,401,157,0.7972166998011928,0.7186379928315412,0.7558906691800188,18,spacy_medium,Male names,3
0,99,402,156,0.8023952095808383,0.7204301075268817,0.7592067988668555,19,spacy_medium,Male names,3
0,178,322,236,0.644,0.5770609318996416,0.6086956521739131,0,spacy_medium,Muslim female names,4
0,171,324,234,0.6545454545454545,0.5806451612903226,0.6153846153846153,1,spacy_medium,Muslim female names,4
0,178,320,238,0.642570281124498,0.5734767025089605,0.6060606060606061,2,spacy_medium,Muslim female names,4
0,171,326,232,0.6559356136820925,0.5842293906810035,0.6180094786729858,3,spacy_medium,Muslim female names,4
0,179,312,246,0.6354378818737271,0.5591397849462365,0.5948522402287894,4,spacy_medium,Muslim female names,4
0,175,318,240,0.6450304259634888,0.5698924731182796,0.6051379638439581,5,spacy_medium,Muslim female names,4
0,172,318,240,0.6489795918367347,0.5698924731182796,0.6068702290076335,6,spacy_medium,Muslim female names,4
0,156,333,225,0.6809815950920245,0.5967741935483871,0.6361031518624641,7,spacy_medium,Muslim female names,4
0,163,326,232,0.6666666666666666,0.5842293906810035,0.6227316141356256,8,spacy_medium,Muslim female names,4
0,172,325,233,0.6539235412474849,0.5824372759856631,0.6161137440758294,9,spacy_medium,Muslim female names,4
0,176,315,243,0.6415478615071283,0.5645161290322581,0.6005719733079123,10,spacy_medium,Muslim female names,4
0,182,316,242,0.6345381526104418,0.5663082437275986,0.5984848484848484,11,spacy_medium,Muslim female names,4
0,167,322,236,0.6584867075664622,0.5770609318996416,0.615090735434575,12,spacy_medium,Muslim female names,4
0,167,323,235,0.6591836734693878,0.578853046594982,0.616412213740458,13,spacy_medium,Muslim female names,4
0,170,319,239,0.6523517382413088,0.5716845878136201,0.6093600764087871,14,spacy_medium,Muslim female names,4
0,172,324,234,0.6532258064516129,0.5806451612903226,0.6148007590132828,15,spacy_medium,Muslim female names,4
0,179,313,245,0.6361788617886179,0.5609318996415771,0.5961904761904763,16,spacy_medium,Muslim female names,4
0,161,327,231,0.6700819672131147,0.5860215053763441,0.6252390057361377,17,spacy_medium,Muslim female names,4
0,165,328,230,0.665314401622718,0.5878136200716846,0.6241674595623217,18,spacy_medium,Muslim female names,4
0,173,325,233,0.6526104417670683,0.5824372759856631,0.6155303030303031,19,spacy_medium,Muslim female names,4
0,143,347,211,0.7081632653061225,0.6218637992831542,0.6622137404580153,0,spacy_medium,Muslim male names,5
0,156,339,219,0.6848484848484848,0.6075268817204301,0.6438746438746438,1,spacy_medium,Muslim male names,5
0,147,350,208,0.704225352112676,0.6272401433691757,0.6635071090047393,2,spacy_medium,Muslim male names,5
0,145,348,210,0.7058823529411765,0.6236559139784946,0.6622264509990485,3,spacy_medium,Muslim male names,5
0,146,345,213,0.7026476578411406,0.6182795698924731,0.6577693040991421,4,spacy_medium,Muslim male names,5
0,162,337,221,0.6753507014028056,0.6039426523297491,0.6376537369914853,5,spacy_medium,Muslim male names,5
0,145,343,215,0.7028688524590164,0.6146953405017921,0.655831739961759,6,spacy_medium,Muslim male names,5
0,141,349,209,0.7122448979591837,0.6254480286738351,0.666030534351145,7,spacy_medium,Muslim male names,5
0,137,354,204,0.7209775967413442,0.6344086021505376,0.6749285033365109,8,spacy_medium,Muslim male names,5
0,146,349,209,0.705050505050505,0.6254480286738351,0.6628679962013295,9,spacy_medium,Muslim male names,5
0,152,337,221,0.689161554192229,0.6039426523297491,0.6437440305635148,10,spacy_medium,Muslim male names,5
0,151,346,212,0.6961770623742455,0.6200716845878136,0.6559241706161136,11,spacy_medium,Muslim male names,5
0,143,351,207,0.7105263157894737,0.6290322580645161,0.6673003802281368,12,spacy_medium,Muslim male names,5
0,146,343,215,0.7014314928425358,0.6146953405017921,0.6552053486150907,13,spacy_medium,Muslim male names,5
0,138,357,201,0.7212121212121212,0.6397849462365591,0.6780626780626781,14,spacy_medium,Muslim male names,5
0,148,345,213,0.6997971602434077,0.6182795698924731,0.6565176022835395,15,spacy_medium,Muslim male names,5
0,156,339,219,0.6848484848484848,0.6075268817204301,0.6438746438746438,16,spacy_medium,Muslim male names,5
0,144,351,207,0.7090909090909091,0.6290322580645161,0.6666666666666666,17,spacy_medium,Muslim male names,5
0,131,363,195,0.7348178137651822,0.6505376344086021,0.6901140684410646,18,spacy_medium,Muslim male names,5
0,149,354,204,0.7037773359840954,0.6344086021505376,0.6672950047125353,19,spacy_medium,Muslim male names,5
0,128,369,189,0.7424547283702213,0.6612903225806451,0.6995260663507109,0,spacy_medium,Unisex names,6
0,125,376,182,0.7504990019960079,0.6738351254480287,0.7101038715769594,1,spacy_medium,Unisex names,6
0,127,369,189,0.7439516129032258,0.6612903225806451,0.700189753320683,2,spacy_medium,Unisex names,6
0,124,373,185,0.7505030181086519,0.6684587813620072,0.7071090047393366,3,spacy_medium,Unisex names,6
0,125,369,189,0.7469635627530364,0.6612903225806451,0.7015209125475285,4,spacy_medium,Unisex names,6
0,120,376,182,0.7580645161290323,0.6738351254480287,0.7134724857685011,5,spacy_medium,Unisex names,6
0,129,361,197,0.736734693877551,0.6469534050179212,0.6889312977099238,6,spacy_medium,Unisex names,6
0,123,372,186,0.7515151515151515,0.6666666666666666,0.7065527065527065,7,spacy_medium,Unisex names,6
0,123,374,184,0.7525150905432596,0.6702508960573477,0.7090047393364929,8,spacy_medium,Unisex names,6
0,133,370,188,0.73558648111332,0.6630824372759857,0.6974552309142318,9,spacy_medium,Unisex names,6
0,128,371,187,0.7434869739478958,0.6648745519713262,0.7019867549668873,10,spacy_medium,Unisex names,6
0,116,383,175,0.7675350701402806,0.6863799283154122,0.7246925260170293,11,spacy_medium,Unisex names,6
0,125,372,186,0.7484909456740443,0.6666666666666666,0.7052132701421802,12,spacy_medium,Unisex names,6
0,128,373,185,0.7445109780439122,0.6684587813620072,0.704438149197356,13,spacy_medium,Unisex names,6
0,129,368,190,0.7404426559356136,0.6594982078853047,0.6976303317535545,14,spacy_medium,Unisex names,6
0,134,366,192,0.732,0.6559139784946236,0.6918714555765595,15,spacy_medium,Unisex names,6
0,123,372,186,0.7515151515151515,0.6666666666666666,0.7065527065527065,16,spacy_medium,Unisex names,6
0,123,369,189,0.75,0.6612903225806451,0.702857142857143,17,spacy_medium,Unisex names,6
0,128,367,191,0.7414141414141414,0.6577060931899642,0.6970560303893638,18,spacy_medium,Unisex names,6
0,134,361,197,0.7292929292929293,0.6469534050179212,0.6856600189933524,19,spacy_medium,Unisex names,6
